giocatore,punti_totali,tiri_liberi,due_punti,tre_punti,squadra,avversario,partita,id_gara
Barbesta Pietro,3,3,0,0,Ciesse Freebasket Milano,Cesano Seveso,C,5522
Angst Gabriele,2,0,1,0,Ciesse Freebasket Milano,Cesano Seveso,C,5522
Viani Tommaso,2,0,1,0,Ciesse Freebasket Milano,Cesano Seveso,C,5522
Sedazzari Mattia,0,0,0,0,Ciesse Freebasket Milano,Cesano Seveso,C,5522
Viganò Jacopo,0,0,0,0,Ciesse Freebasket Milano,Cesano Seveso,C,5522
Valente F.,20,1,8,1,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Pedretti F.,14,3,4,1,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Callegher R.,8,0,4,0,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Pasolini A.,7,5,1,0,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Cesana A.,5,1,2,0,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Rho S.,3,1,1,0,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Montagnani G.,2,0,1,0,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Gianotti D.,0,0,0,0,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Cervellera N.,0,0,0,0,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Bianchi E.,NE,NE,NE,NE,Cesano Seveso,Ciesse Freebasket Milano,T,5522
Marini /,22,4,9,0,Azzurri Niguardese,Osal Novate,C,5523
Mantovani /,11,1,5,0,Azzurri Niguardese,Osal Novate,C,5523
Panfili /,9,0,3,1,Azzurri Niguardese,Osal Novate,C,5523
Tomaselli /,7,0,2,1,Azzurri Niguardese,Osal Novate,C,5523
Mauri /,7,0,2,1,Azzurri Niguardese,Osal Novate,C,5523
Conati /,6,4,1,0,Azzurri Niguardese,Osal Novate,C,5523
Bevivino /,6,0,3,0,Azzurri Niguardese,Osal Novate,C,5523
Savioli /,6,0,3,0,Azzurri Niguardese,Osal Novate,C,5523
Morosini /,6,0,3,0,Azzurri Niguardese,Osal Novate,C,5523
Stilinovic /,2,0,1,0,Azzurri Niguardese,Osal Novate,C,5523
De Marchi /,0,0,0,0,Azzurri Niguardese,Osal Novate,C,5523
Donghi /,0,0,0,0,Azzurri Niguardese,Osal Novate,C,5523
Ossoli T,8,0,1,2,Osal Novate,Azzurri Niguardese,T,5523
Pasquini G.,6,0,0,2,Osal Novate,Azzurri Niguardese,T,5523
Dell'Acqua F.,5,1,2,0,Osal Novate,Azzurri Niguardese,T,5523
Lizza T.,4,0,2,0,Osal Novate,Azzurri Niguardese,T,5523
Fuda M.,4,2,1,0,Osal Novate,Azzurri Niguardese,T,5523
De Vito A.,3,0,0,1,Osal Novate,Azzurri Niguardese,T,5523
Giugliano M.,3,0,0,1,Osal Novate,Azzurri Niguardese,T,5523
Di Lernia S.,3,0,0,1,Osal Novate,Azzurri Niguardese,T,5523
Brambilla E.,2,0,1,0,Osal Novate,Azzurri Niguardese,T,5523
Vassallo M.,2,0,1,0,Osal Novate,Azzurri Niguardese,T,5523
Rabbachin C.,0,0,0,0,Osal Novate,Azzurri Niguardese,T,5523
Brandinali M.,0,0,0,0,Osal Novate,Azzurri Niguardese,T,5523
Rusconi L.,17,8,3,1,Cgb Brugherio,Social Osa,C,5524
Varisco L.,11,1,5,0,Cgb Brugherio,Social Osa,C,5524
Schiavone R.,9,0,3,1,Cgb Brugherio,Social Osa,C,5524
Marci G.,7,1,3,0,Cgb Brugherio,Social Osa,C,5524
Di Tullio A.,5,3,1,0,Cgb Brugherio,Social Osa,C,5524
Brioschi N.,5,0,1,1,Cgb Brugherio,Social Osa,C,5524
Dezani A.,3,1,1,0,Cgb Brugherio,Social Osa,C,5524
Sandini C.,3,3,0,0,Cgb Brugherio,Social Osa,C,5524
Marci A.,2,2,0,0,Cgb Brugherio,Social Osa,C,5524
Pizzi L.,0,0,0,0,Cgb Brugherio,Social Osa,C,5524
Magnoni L.,13,3,2,2,Social Osa,Cgb Brugherio,T,5524
Punturieri O.,8,0,4,0,Social Osa,Cgb Brugherio,T,5524
Iaretti N.,8,5,0,1,Social Osa,Cgb Brugherio,T,5524
Carlone M.,5,0,1,1,Social Osa,Cgb Brugherio,T,5524
Di Iorio M.,5,0,1,1,Social Osa,Cgb Brugherio,T,5524
Nolli A.,5,1,2,0,Social Osa,Cgb Brugherio,T,5524
Buhaj S.,4,0,2,0,Social Osa,Cgb Brugherio,T,5524
Migliorata R.,4,0,2,0,Social Osa,Cgb Brugherio,T,5524
Scaletti A.,3,1,1,0,Social Osa,Cgb Brugherio,T,5524
Rabacchin A.,0,0,0,0,Social Osa,Cgb Brugherio,T,5524
Gaboli S.,0,0,0,0,Social Osa,Cgb Brugherio,T,5524
Bega R.,0,0,0,0,Social Osa,Cgb Brugherio,T,5524
Magoga M.,19,11,4,0,Aurora Trezzo,Inzago Basket,C,5525
Rinaldi D.,10,4,3,0,Aurora Trezzo,Inzago Basket,C,5525
Colombo D.,10,2,1,2,Aurora Trezzo,Inzago Basket,C,5525
Penati A.,6,1,1,1,Aurora Trezzo,Inzago Basket,C,5525
Alesso T.,3,1,1,0,Aurora Trezzo,Inzago Basket,C,5525
Brambilla L.,2,0,1,0,Aurora Trezzo,Inzago Basket,C,5525
Sancini T.,2,2,0,0,Aurora Trezzo,Inzago Basket,C,5525
Corti L.,2,2,0,0,Aurora Trezzo,Inzago Basket,C,5525
Scotti R.,1,1,0,0,Aurora Trezzo,Inzago Basket,C,5525
Quadri T.,0,0,0,0,Aurora Trezzo,Inzago Basket,C,5525
Leoni L.,0,0,0,0,Aurora Trezzo,Inzago Basket,C,5525
Motta G.,0,0,0,0,Aurora Trezzo,Inzago Basket,C,5525
Brambilla Francesco,12,1,4,1,Inzago Basket,Aurora Trezzo,T,5525
Dossi Simone,11,0,4,1,Inzago Basket,Aurora Trezzo,T,5525
Marcotti Luca,11,4,2,1,Inzago Basket,Aurora Trezzo,T,5525
Brusamolino Marco,8,2,3,0,Inzago Basket,Aurora Trezzo,T,5525
Cavalli Simone,8,0,4,0,Inzago Basket,Aurora Trezzo,T,5525
Pirovano Matteo,6,1,1,1,Inzago Basket,Aurora Trezzo,T,5525
Ronzoni Alessandro,6,1,1,1,Inzago Basket,Aurora Trezzo,T,5525
Cavina Davide,5,1,2,0,Inzago Basket,Aurora Trezzo,T,5525
Stigliani Matteo,2,2,0,0,Inzago Basket,Aurora Trezzo,T,5525
Galli Marco,1,1,0,0,Inzago Basket,Aurora Trezzo,T,5525
Balconi Paolo,0,0,0,0,Inzago Basket,Aurora Trezzo,T,5525
Bonazzoli Stefano,20,3,7,1,Acli Trecella,Posal Sesto San Giovanni,C,5526
Sacchetti Andrea,19,6,5,1,Acli Trecella,Posal Sesto San Giovanni,C,5526
Costa Luca,16,0,8,0,Acli Trecella,Posal Sesto San Giovanni,C,5526
Omodei Cristian,11,2,3,1,Acli Trecella,Posal Sesto San Giovanni,C,5526
Mandelli Giovanni,10,2,1,2,Acli Trecella,Posal Sesto San Giovanni,C,5526
Castellani Davide,6,1,1,1,Acli Trecella,Posal Sesto San Giovanni,C,5526
Bassi Andrea,2,0,1,0,Acli Trecella,Posal Sesto San Giovanni,C,5526
Cerea Edoardo,2,0,1,0,Acli Trecella,Posal Sesto San Giovanni,C,5526
Colombo Matteo,2,0,1,0,Acli Trecella,Posal Sesto San Giovanni,C,5526
Bazzoli Riccardo,0,0,0,0,Acli Trecella,Posal Sesto San Giovanni,C,5526
Cerea Filippo,0,0,0,0,Acli Trecella,Posal Sesto San Giovanni,C,5526
Pedrazzi Marco,0,0,0,0,Acli Trecella,Posal Sesto San Giovanni,C,5526
Nava S.,23,10,5,1,Posal Sesto San Giovanni,Acli Trecella,T,5526
Angiolini F.,13,4,3,1,Posal Sesto San Giovanni,Acli Trecella,T,5526
Manzini G.,12,10,1,0,Posal Sesto San Giovanni,Acli Trecella,T,5526
Negretto S.,11,1,5,0,Posal Sesto San Giovanni,Acli Trecella,T,5526
Capaccioli L.,11,0,1,3,Posal Sesto San Giovanni,Acli Trecella,T,5526
Fabbricotti M.,6,2,2,0,Posal Sesto San Giovanni,Acli Trecella,T,5526
Picelli P.,3,0,0,1,Posal Sesto San Giovanni,Acli Trecella,T,5526
Faustini L.,0,0,0,0,Posal Sesto San Giovanni,Acli Trecella,T,5526
Bisi A.,0,0,0,0,Posal Sesto San Giovanni,Acli Trecella,T,5526
Silveira V.,0,0,0,0,Posal Sesto San Giovanni,Acli Trecella,T,5526
Carota A.,17,2,6,1,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Arienti A.,14,3,4,1,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Schiatti F.,10,2,1,2,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Pandolfi A.,8,2,3,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Tosetti R.,8,2,3,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Scaffidi M.,7,3,2,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Donghi M.,6,0,3,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Astuni M.,3,0,0,1,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Del Foro M.,1,1,0,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
De Marchi M.,0,0,0,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Leonelli F.,0,0,0,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Currà A.,0,0,0,0,Basket San Rocco 2013 Seregno,Cbba Olimpia Cologno,T,5527
Moalli D.,22,3,5,3,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Bassi P.,8,0,4,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Barnini E.,6,0,3,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Marchetti D.,6,0,3,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Carriero C.,4,0,2,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Passante A.,3,0,0,1,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Fina E.,3,1,1,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Reda M.,2,0,1,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Polo L.,2,0,1,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Bordoni A.,2,2,0,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Ronzoni D.,0,0,0,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Baldon L.,0,0,0,0,Basket Ajaccio 1988,Cgb Brugherio,C,5528
Brioschi N.,25,4,9,1,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Rusconi L.,9,2,2,1,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Di Tullio A.,8,3,1,1,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Varisco L.,8,1,2,1,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Marci A.,5,0,1,1,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Marci G.,3,0,0,1,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Dezani A.,2,0,1,0,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Sandini C.,1,1,0,0,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Schiavone R.,0,0,0,0,Cgb Brugherio,Basket Ajaccio 1988,T,5528
Plumari O.,13,0,2,3,Osal Novate,Acli Trecella,C,5529
Ossoli T,5,2,0,1,Osal Novate,Acli Trecella,C,5529
Di Lernia S.,5,0,1,1,Osal Novate,Acli Trecella,C,5529
Tansella A.,4,0,2,0,Osal Novate,Acli Trecella,C,5529
Dell'Acqua F.,3,1,1,0,Osal Novate,Acli Trecella,C,5529
Lizza T.,2,0,1,0,Osal Novate,Acli Trecella,C,5529
Giugliano M.,2,0,1,0,Osal Novate,Acli Trecella,C,5529
Samaritani F.,2,0,1,0,Osal Novate,Acli Trecella,C,5529
Vassallo M.,1,1,0,0,Osal Novate,Acli Trecella,C,5529
De Vito A.,0,0,0,0,Osal Novate,Acli Trecella,C,5529
Brambilla E.,0,0,0,0,Osal Novate,Acli Trecella,C,5529
Bonazzoli Stefano,20,1,8,1,Acli Trecella,Osal Novate,T,5529
Sacchetti Andrea,13,3,5,0,Acli Trecella,Osal Novate,T,5529
Mandelli Giovanni,9,0,3,1,Acli Trecella,Osal Novate,T,5529
Battaioni A.,8,2,3,0,Acli Trecella,Osal Novate,T,5529
Bassi Andrea,7,1,3,0,Acli Trecella,Osal Novate,T,5529
Colombo Matteo,5,1,2,0,Acli Trecella,Osal Novate,T,5529
Costa Luca,4,0,2,0,Acli Trecella,Osal Novate,T,5529
Caterina Alberto,4,0,2,0,Acli Trecella,Osal Novate,T,5529
Cerea Edoardo,4,0,2,0,Acli Trecella,Osal Novate,T,5529
Omodei Cristian,4,4,0,0,Acli Trecella,Osal Novate,T,5529
Castellani Davide,1,1,0,0,Acli Trecella,Osal Novate,T,5529
Cerea Filippo,0,0,0,0,Acli Trecella,Osal Novate,T,5529
Pedretti F.,20,5,3,3,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Valente F.,18,2,8,0,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Bianchi E.,8,0,4,0,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Montagnani G.,7,1,3,0,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Rho S.,6,3,0,1,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Cesana A.,4,0,2,0,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Pasolini A.,1,1,0,0,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Gianotti D.,0,0,0,0,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Cervellera N.,0,0,0,0,Cesano Seveso,Cbba Olimpia Cologno,C,5530
Rabacchin A.,15,1,4,2,Social Osa,Aurora Trezzo,C,5531
Carlone M.,9,2,2,1,Social Osa,Aurora Trezzo,C,5531
Magnoni L.,8,4,2,0,Social Osa,Aurora Trezzo,C,5531
Scaletti A.,5,2,0,1,Social Osa,Aurora Trezzo,C,5531
Silvestri P.,5,0,1,1,Social Osa,Aurora Trezzo,C,5531
Buhaj S.,3,1,1,0,Social Osa,Aurora Trezzo,C,5531
Di Iorio M.,3,0,0,1,Social Osa,Aurora Trezzo,C,5531
Nolli A.,3,0,0,1,Social Osa,Aurora Trezzo,C,5531
Gaboli S.,3,1,1,0,Social Osa,Aurora Trezzo,C,5531
Punturieri O.,3,0,0,1,Social Osa,Aurora Trezzo,C,5531
Sturlesi N.,2,2,0,0,Social Osa,Aurora Trezzo,C,5531
Iaretti N.,2,0,1,0,Social Osa,Aurora Trezzo,C,5531
Rinaldi D.,16,10,3,0,Aurora Trezzo,Social Osa,T,5531
Magoga M.,14,4,5,0,Aurora Trezzo,Social Osa,T,5531
Penati A.,8,0,4,0,Aurora Trezzo,Social Osa,T,5531
Vergine Sam.,5,0,1,1,Aurora Trezzo,Social Osa,T,5531
Colombo D.,5,3,1,0,Aurora Trezzo,Social Osa,T,5531
Sancini T.,3,0,0,1,Aurora Trezzo,Social Osa,T,5531
Brambilla L.,2,0,1,0,Aurora Trezzo,Social Osa,T,5531
Corti L.,0,0,0,0,Aurora Trezzo,Social Osa,T,5531
Alesso T.,0,0,0,0,Aurora Trezzo,Social Osa,T,5531
Quadri T.,0,0,0,0,Aurora Trezzo,Social Osa,T,5531
Leoni L.,0,0,0,0,Aurora Trezzo,Social Osa,T,5531
Vergine Sim.,0,0,0,0,Aurora Trezzo,Social Osa,T,5531
Capaccioli L.,14,0,4,2,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Negretto S.,10,0,5,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Manzini G.,8,0,4,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Nava S.,8,0,1,2,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Angiolini F.,7,0,2,1,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Faustini L.,6,0,3,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Defendi G.,4,0,2,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Picelli P.,4,0,2,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Nava A.,1,1,0,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Meregalli S.,0,0,0,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Arcusio G.,0,0,0,0,Posal Sesto San Giovanni,Azzurri Niguardese,C,5532
Conati /,26,1,5,5,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Marini /,14,2,3,2,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Mantovani /,9,5,2,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Morosini /,7,5,1,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Bevivino /,4,2,1,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Savioli /,3,0,0,1,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Panfili /,2,0,1,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Stilinovic /,2,0,1,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Tomaselli /,1,1,0,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Mauri /,1,1,0,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Donghi /,0,0,0,0,Azzurri Niguardese,Posal Sesto San Giovanni,T,5532
Maccagni A.,23,5,6,2,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Iacopetta L.,15,0,6,1,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Mainetti A.,12,0,6,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Bai G.,12,1,4,1,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Ghezzi S.,5,1,2,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Farina F.,2,0,1,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Lingiardi P.,1,1,0,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Spinelli M.,0,0,0,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Bonfanti S.,0,0,0,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Tamburrini G.,0,0,0,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Pizzul D.,0,0,0,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Ragnolini M.,0,0,0,0,Pall.Carugate,Basket San Rocco 2013 Seregno,C,5533
Schiatti F.,11,1,2,2,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Arienti A.,9,0,3,1,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Scaffidi M.,8,5,0,1,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Pandolfi A.,6,0,3,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Astuni M.,4,0,2,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Carota A.,4,0,2,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Tosetti R.,4,4,0,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
De Marchi M.,3,1,1,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Pisani D.,0,0,0,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Currà A.,0,0,0,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Ceccacci M.,0,0,0,0,Basket San Rocco 2013 Seregno,Pall.Carugate,T,5533
Marcotti Luca,17,3,1,4,Inzago Basket,Ciesse Freebasket Milano,C,5534
Stigliani Matteo,11,0,1,3,Inzago Basket,Ciesse Freebasket Milano,C,5534
Ronzoni Alessandro,10,1,3,1,Inzago Basket,Ciesse Freebasket Milano,C,5534
Brambilla Francesco,8,0,4,0,Inzago Basket,Ciesse Freebasket Milano,C,5534
Brusamolino Marco,8,0,4,0,Inzago Basket,Ciesse Freebasket Milano,C,5534
Balconi Paolo,7,0,2,1,Inzago Basket,Ciesse Freebasket Milano,C,5534
Cavalli Simone,6,0,0,2,Inzago Basket,Ciesse Freebasket Milano,C,5534
Cavina Davide,5,1,2,0,Inzago Basket,Ciesse Freebasket Milano,C,5534
Dossi Simone,4,2,1,0,Inzago Basket,Ciesse Freebasket Milano,C,5534
Galli Marco,2,0,1,0,Inzago Basket,Ciesse Freebasket Milano,C,5534
Pirovano Matteo,1,1,0,0,Inzago Basket,Ciesse Freebasket Milano,C,5534
Angst Gabriele,11,1,5,0,Ciesse Freebasket Milano,Inzago Basket,T,5534
Gaeta Marco,7,0,2,1,Ciesse Freebasket Milano,Inzago Basket,T,5534
Veneziani Lorenzo,7,1,3,0,Ciesse Freebasket Milano,Inzago Basket,T,5534
Ariete Riccardo,6,0,0,2,Ciesse Freebasket Milano,Inzago Basket,T,5534
Athanasopoulos Andrea,6,4,1,0,Ciesse Freebasket Milano,Inzago Basket,T,5534
Lo Brutto Federico,5,0,1,1,Ciesse Freebasket Milano,Inzago Basket,T,5534
Viani Tommaso,5,0,1,1,Ciesse Freebasket Milano,Inzago Basket,T,5534
Vardaro Valerio,4,1,0,1,Ciesse Freebasket Milano,Inzago Basket,T,5534
Barbesta Pietro,2,0,1,0,Ciesse Freebasket Milano,Inzago Basket,T,5534
Fontana Riccardo,2,0,1,0,Ciesse Freebasket Milano,Inzago Basket,T,5534
Marinozzi Claudio,0,0,0,0,Ciesse Freebasket Milano,Inzago Basket,T,5534
Viganò Jacopo,0,0,0,0,Ciesse Freebasket Milano,Inzago Basket,T,5534
Bazzoli Riccardo,20,6,4,2,Acli Trecella,Basket Ajaccio 1988,C,5535
Sacchetti Andrea,14,5,3,1,Acli Trecella,Basket Ajaccio 1988,C,5535
Bonazzoli Stefano,11,2,3,1,Acli Trecella,Basket Ajaccio 1988,C,5535
Cerea Filippo,6,0,0,2,Acli Trecella,Basket Ajaccio 1988,C,5535
Omodei Cristian,6,2,2,0,Acli Trecella,Basket Ajaccio 1988,C,5535
Battaioni A.,5,1,2,0,Acli Trecella,Basket Ajaccio 1988,C,5535
Costa Luca,4,2,1,0,Acli Trecella,Basket Ajaccio 1988,C,5535
Mandelli Giovanni,3,0,0,1,Acli Trecella,Basket Ajaccio 1988,C,5535
Bassi Andrea,2,2,0,0,Acli Trecella,Basket Ajaccio 1988,C,5535
Cerea Edoardo,2,0,1,0,Acli Trecella,Basket Ajaccio 1988,C,5535
Castellani Davide,2,0,1,0,Acli Trecella,Basket Ajaccio 1988,C,5535
Caterina Alessandro,0,0,0,0,Acli Trecella,Basket Ajaccio 1988,C,5535
Moalli D.,16,4,6,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Bassi P.,13,3,5,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Barnini E.,8,2,3,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Carriero C.,8,3,1,1,Basket Ajaccio 1988,Acli Trecella,T,5535
Ronzoni D.,5,0,1,1,Basket Ajaccio 1988,Acli Trecella,T,5535
Polo L.,5,3,1,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Bordoni A.,1,1,0,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Chianura A.,0,0,0,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Fina E.,0,0,0,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Tava S.,0,0,0,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Moraja A.,0,0,0,0,Basket Ajaccio 1988,Acli Trecella,T,5535
Lo Brutto Federico,12,0,6,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Gaeta Marco,10,0,5,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Angst Gabriele,7,3,2,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Barbesta Pietro,6,2,2,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Athanasopoulos Andrea,6,0,3,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Viani Tommaso,5,3,1,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Viganò Jacopo,5,1,2,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Gianelli Andrea,4,0,2,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Di Vincenzo Tommaso,0,0,0,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Fontana Riccardo,0,0,0,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Marinozzi Claudio,0,0,0,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Sedazzari Mattia,0,0,0,0,Ciesse Freebasket Milano,Basket San Rocco 2013 Seregno,C,5536
Tosetti R.,12,1,4,1,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Pandolfi A.,9,1,4,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Schiatti F.,7,2,1,1,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Carota A.,7,1,3,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Astuni M.,4,0,2,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
De Marchi M.,4,0,2,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Pisani D.,0,0,0,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
La Mantia L.,0,0,0,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Arienti A.,0,0,0,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Del Foro M.,0,0,0,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Ceccacci M.,0,0,0,0,Basket San Rocco 2013 Seregno,Ciesse Freebasket Milano,T,5536
Magoga M.,12,0,6,0,Aurora Trezzo,Cesano Seveso,C,5537
Colombo D.,11,6,1,1,Aurora Trezzo,Cesano Seveso,C,5537
Brambilla L.,8,1,2,1,Aurora Trezzo,Cesano Seveso,C,5537
Alesso T.,5,2,0,1,Aurora Trezzo,Cesano Seveso,C,5537
Rinaldi D.,2,2,0,0,Aurora Trezzo,Cesano Seveso,C,5537
Penati A.,0,0,0,0,Aurora Trezzo,Cesano Seveso,C,5537
Corti L.,0,0,0,0,Aurora Trezzo,Cesano Seveso,C,5537
Quadri T.,0,0,0,0,Aurora Trezzo,Cesano Seveso,C,5537
Leoni L.,0,0,0,0,Aurora Trezzo,Cesano Seveso,C,5537
Motta G.,0,0,0,0,Aurora Trezzo,Cesano Seveso,C,5537
Pedretti F.,14,1,5,1,Cesano Seveso,Aurora Trezzo,T,5537
Montagnani G.,13,1,6,0,Cesano Seveso,Aurora Trezzo,T,5537
Valente F.,11,1,5,0,Cesano Seveso,Aurora Trezzo,T,5537
Pasolini A.,10,0,5,0,Cesano Seveso,Aurora Trezzo,T,5537
Bianchi E.,9,3,3,0,Cesano Seveso,Aurora Trezzo,T,5537
Cesana A.,7,3,2,0,Cesano Seveso,Aurora Trezzo,T,5537
Gianotti D.,1,1,0,0,Cesano Seveso,Aurora Trezzo,T,5537
Rho S.,0,0,0,0,Cesano Seveso,Aurora Trezzo,T,5537
Canciani E.,0,0,0,0,Cesano Seveso,Aurora Trezzo,T,5537
